Rattings,Reviews
3,"The keyboard got problems within a month of purchase - a few keys started working on their own, without pressing them, making the keyboard useless. Fortunately the Logitech Service Center in my city replaced it with a new one on the same day.Pros:1. Small & compact.2. Comes with a Unifying Receiver and Unifying support. So can be used with other Logitech Unifying supported devices with only a single receiver plugged in. I use my mouse (Logitech M235) such.3. Has a Numeric keypad.4. Logitech service is good as they provide replacement asap. And there's a 3 year warranty.Cons:1. No Caps lock on/off indicator. Same with Num lock.2. Flex in middle part of keyboard.3. Placement of certain keys is not good."
1,"Keyboard looks good, has swappable color cover for battery port (Silver, Blue and Pink).However, the biggest issue is that the keys are spaced too close to each other, arrow keys are horribly placed, numkey spacing is fine but keys like enter, backspace are too small. Result? Large number of mistakes when typing anything. Even the Function keys are immediately above number keys and you are bound to make wrong function calls due to this. Not even talking about lack of basics functions like lights to indicate caplock is on.Basically, its a keyboard that fails as a keyboard."
3,"Cursor key is one of the most used key for gaming/ documents and it is the most badly placed key in this keyboard .. it almost impossible to hit upper arrow with pressing any additional button with it. its kind of frustrating. and as amazon do not have return facility, Its useless product for me. I even trust to sell it as low as 500 but the next person returned it just after use of 30 minutes due to the same problem.  That much annoying design it has. Dont look as the cheapest price tag for logitech keyboard. It is one of the worst of logitech. I have 7 keyboard mouse of logitech and they all works fantabulous but this one Sucks."
1,I absolutely HATE it!I didn't return it right away as I waited to acclimatize to its HORRIBLE key placement - truth is even today after nearly 8 months of use I still have to look at the keyboard to hit the Delete & Backspace key.The reduced size is good to look at and also makes for a cute product shot but the buck stops there.
3,Does its job.For day to day typing and use its decent. Pros:Key travelKey feelPortableNo noticable input lagSturdy.Full numpad layout.Cons:Minimal key separation causing multiple keys to clickUnnatural key positioning diagonally across keys requiring adjustingSmall ctrl keyNot comfortable for gaming ( you shouldn't be buying this for that anyway)No special key LEDs ( caps/num)
5,"Very soft keys. And stylish look. Three color battery cover, on/off switch. N software for battery indicar and media keys function. Full size keyboard with number pad. And unifying technology was a master point. Because I have brought m235 mouse separately and joined with single dongle.  And I have registered both products in Logitech website so I get three years warranty. Thanks Amazon n seller."
4,"Product plastic is very average quality, not flimsy, but not strong. Key spacing is little congested, however after few days of use you can easily adjusted to it.  Up arrow key is little and placed little higher so we can easily recognize without seeing.Performance wise this keyboard is performing very nicely, range is good and no lag observed. Instantly connects when you plug the unifying receiver to it.I observed one issue in the product serial numbering which is also confirmed by Logitech. Box serial no is different and product serial no is different. As per Logitech, keyboard S/N no is important and that need to be registered at their website.Lets hope it last as it is expected. Will review again if any issue I encounter with this product."
2,"The size is very small. One can't type and do regular work on it.I never thought the keys will be this much small, that wont be able to type.Seeing the picture made the purchase and now its kept idle as can't be returned as well.Later on got different keyboard for using by visiting shop physically.Wont recommend the keyboard. Wastage of money only."
5,I have been using this wireless keyboard from past 20 days and I haven't switched it off even for an hour. I did it once just to check if it comes back. Good printing on keys. No hard pushing required. I do a lot of emails and codes so the more you type the more smoothly it gets.Never faced any disconnection or repeated key inputs. The supporting small hinges help typing faster if we lift it. And fast means real fast I am talking here. No delayed response from the transmittal. Light weight and compact but still got all keys covered. Only problem I see is no CAPS OR NUM but the system tells you if the caps ON so press once to off that's it. But at this price this is really good and gets the job done.
1,very difficult to type usin this that keys are difficulty to press as we are accompstomed to regular keyboard thse keyboard are too small and keys are place at irregular distane .even pressing shift keys are difficulty and those keys .dissapointed and htat space bar keep on pressing when i sleep and use this keyboard .dissaponited .why they made is so small .zebronics companion was better did a mistake ordering this any way had it been bigger would have given 5 star .need to order another good qualitythis i shall use while on the go traveling time any way if i practice in this keyboard i may l oose that typing skills in that regular keyboard .
4,I have been using this from beginning of Feb 2021. It is good but here few issues I would like to bring up:1. The letters and symbols on the key are protected by some coating they are such a strain to eyes and many a times I have to move your head to get the clear letter. For those used to typing without looking at key board it is fine but nor for others like me.2. I have already changed the battery once on 8th March 21. So it has come only for a month. The Logitech key board I was using for last 20 years (Bought in Dec 2001) had a very good battery life almost one year.But for the above it is very good.
1,"It's a pathetic keyboard. Coming from Logitech such substandard quality is a surprise to me! I ordered one and post receipt I realised that no matter how close or far you are from the PC, the keypad is unable to transmit properly thereby resulting in half of the things not being typed properly. Post pressing a particular key, its takes about 2-3 seconds for it to appear on the screen. And sometimes it doesn't even appear and to top it, the same letter appears continuously on the screen despite releasing the key.I returned the item and ordered a new unit. The new unit behaved well for a week or so and thereafter it too started giving the same problem. I think there is some fundamental problem with the design of the keyboard. I tried the keyboard on both my laptop as well as my PC but the problem persisted. Now with the return window closed, I am stuck with this defective item which works as per its own whims and fancies, typing and churning out letters on its own once a particular key is pressed.Overall a bad piece of equipment coming from a renowned brand such as Logitech.Bottom line: Don't buy it. It's a complete waste of money and is useless since it cannot be used even for basic typing without getting frustrated."
5,"Pros:This is the only reasonably priced keyboard I could find with Logitech unifying receiver, which could be useful for future mouse pairing with same receiver.The keys are reasonably quiet while being tactileVery compact form even with separate number pad.VFM at INR800Cons:There is no off switch. Need to check how long the battery lasts.The battery covers options doesn't include black (minor gripe)The piece I received had a very hard 's' key and I was about to return (replace) it. But with little bit of usage, it appears fine now. However this points to poor quality check by Logitech.Some may need time to get used to the placement of arrow keys, Home, End, Page up/down, but this is a necessary trade off for the compact size."
4,"This keyboard was perfect suit for my needs. I needed one that fits on my table and isn't stretched across the table. This kind of gives a feel of the 14"" laptop keypad. Its easy to type and occupies less space. Some of the pro's and con's after a month of use -Pro's:1. connects in a flash. the USB nano head comes with a small asterisk painted on top to indicate which side should be plugged into the PC. Does not fumble while plugging it in. Once plugged the connectivity is instant. Did not observe any lag in typing and keystrokes reflected on screen.2. Extremely compact. Got all the keys crammed in. Easy to type3. Convenient - easy to carry around and also occupies less space on the table topCon's:1. Certain utilitarian keys are missing. e.g. The right click key, backlight to indicate whether caps or num-lock is on2. the arrow keys usage needs some practice and skill3. Due to its compact nature some times your fingers might press the adjacent keys instead of the ones you want to hit. Takes a bit of practicing."
4,"Its a good wireless keyboard just plug and play so easy to use and its usefull for just daily tasks like typing and etc, its a bit small in size than other keyboards but for gaming its not ideal at all, if you want this gaming dont go for this i reckon coz the keys are on stiffer side and the key travel is deep so 'No' for gaming. Finally its good bank for buck for normal usage but definitely not for gaming. Thanks :)"
4,"Keyboard is compact. Key placement is also good. I bought this for daily office use. And my most of the work involves in writing code. So being compact, my fingers can reach the keys without much of wrist movement and gives me a confident feedback while typing. Connects like a gem and never had any issues so far. Been using it for last 2 months. The only downside I see is the function keys are slightly hard to hit. But nevertheless recommended keyboard! specially for programmers."
4,"Portable and good connectivity. Built quality is reasonable for this price. Good for browsing and general work. Not suitable for high speed typing.No CAPs lock LED. Bought along with mouse.Note: you have to install LOGITECH Unified software to work with keyboard along with mouse. If you bought only mouse, it can be used with out installing any software.The Battery backup is very good. You need not to turn off the switch.Another con is the keyboard turn On switch doesn't have marking. The upper side is ON. As there is no LEDs, difficult to find ON/OFF condition."
2,The BadVery compact and difficult to use as some of the keys are much smaller than they are on standard keyboards.Definitely can't be used by someone with even medium sized fingers.The GoodThere is zero lag between keystrokes and the screen.The keys are soft to touch with a good feel to them.Works with an existing Logitech universal receiver.OverallNot recommended...get the k400 series...way better and lasted 10 years before I bought this garbage.
4,Pros:1. This is a compact keyboard2. Looks nice and optional colours in side bar provide vibrancy3. Material quality is good4. Connectivity is seamless5.  Overall a solid feel of the product so looks durableCons:1. The top keys as well as the arrow keys are too small and thin to operate smoothly. This affects both speed and sometimes accuracy.2.  The board has keys spread all across right till the bottom to make it compact. This results in making it bit inconvenient to use the keys in the bottom line of the board.So consider Logitech K 345 or similar product for regular use and buy this one for occasional use (by kids/ others) only.
5,"I was a bit reluctant to buy a secondary HID for my Surface Pro 3, but when my type cover stopped working, I was left with no choice. I did a lot of research on Amazon and wanted an HID that was relatively inexpensive, but worked well with Windows 10. I decided to but this Logitech K230 keyboard, without knowing whether it will work properly. Sure, I went through all the Amazon reviews for this, but most of them were pretty useless, tbh!Well, the device arrived and I was pleasantly surprised at the build quality, look and feel of it. I simply inserted 2 AA batteries, plugged in the 2.4 Ghz wireless dongle in my USB hub and voila, I was up and running in no time.The keyboard is compact and lightweight, so very easy to carry around. The keys have a decent amount of travel and a pleasing clicking sound. The keys are also quite durable and I especially like the fact that there is a number pad as well.Overall, this is a very good device and highly recommend it as a portable HID."
5,"Logitech k230 wireless keyboard, obtained at rs 689, the price fluctuates but its always around rs 650 to 800.  As soon as I received the keyboard i unboxed it, the packaging is good at first the keyboard didn`t respond, turns out I didn't remove the directional paper attached over the battery terminal Works well with my laptop and android smartphone over USB otg.Pros :1. Works out of box, just connect the USB unifier to your laptop USB port.2. works in Linux too , just add the solaar package to get more functionality like pairing,wireles link and battery.3. works in android smartphone (I tested it in my oppo neo 7 and redmi 3s prime) both support usb otg.4. white color holder is really good.Cons :1. no place to keep usb unifier , so if I lose usb unifier I have to purchase  new usb unifier or the entire set.2. the wireless link breaks3. no manual and user warranty."
5,Got this awesome keyboard at at a price of ₹299. Keyboard has good grip at bottom. Smooth keys. Good height adjustable stand. Recommending all to buy this keyboard.
5,Good built. Smooth keys. Indian rupee key is made available. Good product in given price. I think it will long last. Though price is cheap but quality is better.
4,"Product is good, exactly as shown in the images. But the only thing I am surprised with is Amazon is now selling items without a GST bill. So, neither have i received any GST invoice with the product nor it is available to download from the order page. This is weird being the fact is that the GST invoice is the warranty card for this. Amazon must look into this matter.Uodate:- The GST invoice was available for download after two days of delivery."
1,I made the mistake of buying 2 Keyboards believing in Brand HP! Huge mistake.It is the most TERRIBLE Product.The Keys get stuck. Some keys behave erratically on its own.My money is wasted. But do yourself a favour. And stay away.
4,Review after usage of 1 week:1.Simple minimalistic keyboard2.Good for typing3.I use this keyboard for coding and development works.No complaints till now.4.Connects to and disconnects from laptop within second.Smooth and fast connectivity.
3,"Bought it on 24 Feb 2020, and the keyboard overall is nice with addition of just the volume control and no unnecessary buttons. However within 2 months i have a malfunctioning key - the letter 'b' is typed only sometimes. My usage is not much, still it has malfunctioned so early. Return period was within 7 or 10 days - no i'm stuck with it now. Will need to buy some other new one soon."
4,"The product is very good for the price range but there are a few minor quirks that I would like to point out for a specific kind of buyer.1.  The typeface printed on the keys are quite thin. If you are moving from using other keyboards with a more visible letters on the keys than you will have some time adjusting to the new keyboard, especially under low light condition.2. The body has mild flex in the mid section, although it is much better than the one you would find in Logitech K120.3. The keys are quite soft and silent, easy on the fingers, but lacks that tactile feedback you would normally find in other keyboards from bran such as Lenovo."
5,"There's nothing to take away from this guy. I am using it with macos and the scroll lock, pause, home keys are automatically used for some mac shortcuts. F11 takes you to desktop. And the dedicated sound buttons are just life savers. The build at places is a little too glossy for me, but overall it's been an absolutely perfect purchase.P.S. Typing noob so can't compare with typing experience. Gaming noob so... You get it! Just an average keyer who liked what he got!"
5,"The typing experience is very nice. The tactile feedback is very good. At this price, This is an excellent choice and the keyboard has volume up/down and mute controls which is very convenient."
4,"If anyone thinks that it is the same keyboard as one gets with the HP PCs or AIOs then you are wrong. I typing this review with the above keyboard itself. The keys are nice and travel is as usual. But, when one compares with the keyboards provided with the HP PCs and AIOs, then it is not that sturdy and heavy. The keys are very soft and free as it is a new one and i am pretty sure it is not a heavy duty one. It is not heavy and strong. OK product. The quality wise it is giving me the same feeling which i have with frontech or intex cheap keyboard. For office uses it is a sure NO and for home [WFH] purpose it is ok. Will update more as the time goes with it using."
1,Some keys are inoperative. Didn't expect this from hp brand. Very disappointed! There's no option for return. Only replacement.. have requested for replacement. Will update the review after receiving the new keyboard.
4,"What's important for keyboard is to make a consistent key layout. Many manufacturers these days ignore such fundamental design principles, and this keyboard is no exception. I chose this keyboard for avoiding a specific odd placement of inverted 'Enter' key. This keyboard has a straightforward Enter key, but oh boy. The PrintScr/Scroll Lock/Pause-Break buttons are lifted off from their original row of function keys, down one step. This is done to accommodate a ridiculous set of volume control buttons which rarely anyone uses. This further pushed the Insert/Home/Page Up keys one row down.Now, I need to get adjusted to this new odd behavior. Every now and then I screenshot my desktop, when I've to 'Insert' something. Nothing happens when I think I'm banging on Page Up (but Pause/Break is at that position).Do these multimedia gimmicks on maybe so called flashy multimedia keyboards please, spare the professional versions."
2,Better look for any other alternative brand since HP is neither offering options such as entry level priced keyboard and premium one nor willing to improve despite of many people giving feedback about hard keys.  Such arrogance is not permitted in today's time when there is no dearth of options.  NOT RECOMMENDED.
5,"I choose this keyboard and it was perfect for what I needed... Typing feels good and crisp, product quality is decent as well...It works great..highly recommended..*I don't play games on this keyboard,so I don't know if it would be good for gaming or not.."
3,"Cheap price and quality. This was only branded cheaper option for wired keyboards. Works perfectly fine. Keys dont get stuck while typing.Quality of plastic is average and the keyboard raiser at the back are extremely flimsy. One broke after 3 months.Most of the other wireless keyboards are way costlier than this, so this gets the job done."
2,I bought this in Feb of 2021 and it worked erfectly (key not working) for a month or so and then started showing wear and tear. Many keys on the keyboard don't work anymore. This is the kind of roducts we are getting nowadays. They hardly last a few months.
1,Purchased in June 2020 and and the space bar is not working (first week of Sep). Did not last even 3 months.  Tried to fix the membrane by opening the key. Did not help. VERY POOR QUALITY. HP website does not even recognize the product (tried with Product number and Serial number)
5,"I was so tired while searching for keyboard for my 17”laptop,  finally I went with simple thought to try this keyboard and surprisingly it is compact and well suited for my laptop.And I highly recommend as it is simple and cost effective."
5,"I ordered this for work from home, this is similar to the keyboard that I used at office. Works as expected, characters are clearly visible and decent click action. It has no back light and not recommended for gaming. Overall  it is worthy for work from home."
1,"Very bad..hardly used to for two weeks and almost all the keys have become hard.  I want to return but return period is over . I would definitely suggest people not to buy this. Waste of money. Was using Logitech for 4 years, no issues.  This keyboard lasted hardly two weeks.. a big no if you ask me."
5,"I needed a keyboard for the purpose of typing so I picked this keyboard. The design and quality is delectable. It has got volume keys. Feels strong and sturdy, smooth to type. My papa made a blue cloth cover for the keyboard to avoid the dust issue."
5,"𝐓𝐡𝐢𝐬 𝐈𝐬 𝐧𝐨𝐭 𝐦𝐞𝐚𝐧𝐭/𝐛𝐮𝐢𝐥𝐝 𝐟𝐨𝐫 𝐆𝐚𝐦𝐢𝐧𝐠 𝐏𝐮𝐫𝐩𝐨𝐬𝐞.🎮👨‍💻𝐈 𝐑𝐞𝐩𝐞𝐚𝐭...𝐍𝐨𝐭 𝐅𝐨𝐫 𝐏𝐥𝐚𝐲𝐢𝐧𝐠 𝐆𝐚𝐦𝐞𝐬 𝐨𝐧 𝐏𝐂/𝐋𝐚𝐩𝐭𝐨𝐩 💻.Best Wired Keyboard Available in the market ♥️🔥😍⌨️..You Can Use for School 👨‍🏫, College👨‍🎓, Office 👨‍💼,Classes 📓, Editing 💻 🎥📽️, Programming (COMPUTER/IT SOFTWARE ENGINEERS) 👨‍💻👩‍💻⌨️🖱️ etc ...This is the Multipurpose Keyboard except GAMING (𝙔𝙤𝙪 𝙎𝙝𝙤𝙪𝙡𝙙 𝙉𝙤𝙩 𝙐𝙨𝙚 𝙞𝙩 𝙁𝙤𝙧 𝙋𝙡𝙖𝙮𝙞𝙣𝙜 𝙋𝘾/𝙇𝙖𝙥𝙩𝙤𝙥 𝙂𝙖𝙢𝙚𝙨 𝙤𝙣 𝙩𝙝𝙞𝙨 𝙆𝙚𝙮𝙗𝙤𝙖𝙧𝙙.)For that Search/Buy Another Gaming Purpose Keyboards on Amazon or Any other E-commerce Services).All Indicator Lights are Working Properly..(Caps Lock, Num Lock, Scroll Lock).All Keys Are In Best/working Condition..Long usb wire is provided so you can connect for your desktop, PC , Laptop...Keep it Clean ... And Enjoy ⌨️🖱️♥️🔥😍🤘👍😎😎😎"
3,"Bought it for my work desk setup.PROS:-The keyboard looks premium and build feels good.-Keys are soft to touch and the response is quick as well.-The key travel is also good.CONS:-The edges of the keys are too sharp and was a bit comfortable while we land our fingers on the edges.-For a mac user, the keys felt small, so we tend to press on wrong keysIf you are comfortable with keys being a bit small and want to have mechanical keyboard type feel with less or no noice then you can consider buying this."
1,.....this away in a week as I spilt some beer on this by accident. I shook off all the moisture and dried it for hours in the sun for four or five days before discarding it. Buy spill- proof keyboards.
5,"After using many keyboards over the years, I found this most comfortable and best ergonomic keyboard. It is joy to type on this key board for long hours and long time. Good for programmers as well as those people who type all the times !"
3,The keys are very clunky so not useful for gaming at all or even fast typing. Build quality is okay. Good enough for normal users.
5,"The product is very light in weight. All keys are very smooth and makes typing easy.I am using it in both my desktop computer and laptop computer. When I received this keyboard I was surprised to see it's good material and nice looking.The keyboard has three hot keys and usb pin for connecting to pc.hot keys are volume up, volume down and mute volume. Keyboard also works with otg supported Android phone.I have tested it with yureka plus(Android 10)."
4,Yup Value for money good. Writing this review after 2 months of purchase .Some times i feel the keys are a but far like the H key is a bit hard to reach and i type g a lot not sure if my problem or the keyboards.. But overal the keyboards syill fine and kicking  .Go for it .
5,Brought this product and have been using it for a month now. Very happy with it. The keys and the ergonomics and the usability is really good and worth the money. The delivery was also super quick. I would say that this keyboard is perfectly suited for hard and soft typers alike. The wire length is also good and overall I am really happy with the product.
4,I bought this for INR 616 since my old keyboard had stopped working. I am satisfied with it and seems to be ok. All keys are working and the keyboard has decent ergonomics
5,"This is very easy to type and properly spaces keyboard with good response from keys. Great to type on, great for office use. Good for gaming too"
4,"Its a plastic so it's very light but the longevity is something that can be... low, for me, so far, it's been good.Yes it is mechanical keyboard, but don't expect the clicky noise to be what you want, it's plastic body so... it sounds okay.For it's price range, it's really good. Even though it's Plastic, it doesn't feel like it will break very soon.Its an okay product.Gaming-  sorry I don't game on pc so I don't know..."
1,"Updated Review: Horrible purchase.You can't clean the keyboard easilyThe keys flick out while typingBattery life is super awful for both mouse and keyboardBought 3 sets, all 3 same issue. It isn't cheap because the experience and aftercosts are awfully excessive. Regret it with utmost frustration.Old review below isn't valid anymore but leaving it so you can see what really happened and how awful this set is.Old Review》Over the decades I have purchased many Wireless Keyboard-Mice set including big brand names like Logitech, Microsoft and Dell. While they are good quality but are often too expensive for most buyers or the lower range sets do not have the quality required. This keyboard and mice set by Zebronics is finally the answer to both the problems.Pros:1. Sturdy make and elevated keys are really super convenient to use.2. Very easy to clean and maintain without much hassle3. Battery lasts really long and best point - single battery each for both keyboard and mouse.4. Mouse is just the right size, neither too bulky, nor too small.5. Low Battery indication is super handy in the keyboard.Cons:1. Mouse does not have low battery indication but then again with only one battery requirement, its not a big one2. No Indicators for Num, Scroll, and Caps-Lock keys being active.If you look at the entire package, and pricing, it is great value for money. I was skeptical at first but after buying one set and seeing its performance over 6 months, I purchased yet another set and intend to replace all sets one by one with the Zebronics Companion 102 model specifically.My recommendation - GO FOR IT!"
5,"Have been looking a good range wireless keyboard for a very long time and now i can lit up my head that i have got a perfect wireless keyboard and mouse. I strongly recommed it to the office users as most of my presentation i bring up laptop and all the time i have to walk near the laptop to change the slides, now why worrie? when i got this wireless keyboard to change the slide from the place where is stand. I also use it for my personal home use where i can sit in the couch and watch my fav movie from lap and no need go near to the lap to change the movie just sit on my couch and use my fav keyboard...Zebronicz is always the best in the market and this item is far good.. I blindly recommend it.. I give my personal guarenntteee.."
3,"I ordered this combo pack and was promptly delivered the next day. Thanks Amazon for the experience.The keyboard required 1*AAA battery and the mouse needs 1*AA battery which fortunately comes along with the package. The keyboard has floating key design which has good tactile feel to it and so far has been crisp. However the same cannot be said for the mouse as it feels small in the palm and has very inaccurate pointing.Overall, when compared the price with other big brands this package it an essential VFM product.Edit: Reducing a star because of the poor performance of the mouse, it lacks precision and battery life awful"
1,"Cheee worst, this keyboard already stopped working and thanks to amazon for selling worst products at cheap price without maintaining any standard. No customer service from zeb as well wasted all my money"
5,"Guys this product is too good 👌 in its range ... I bought it in 9€ price might be fluctuate as per demand ... Lets come on its review keyboard buttons are amazing , sensitive enough , design is well and good  , connectivity is at its best . Mouse design is ok , connectivity is super awesome ... I would recommend u guys to go for it 😁 I am totally satisfied with it .... Go for it 👍"
5,This combo of keyboard and mouse is very useful for daily activities on laptop l. The precision is good and the in built design is good.The only issue is sometimes the keyboard is malfunctioning sometimes and goes on typing the same letter for so many times.
5,Bhare!!Jordaar..
1,Disappointed by the product I received. This is the 2nd time I've ordered this product and I'm having the same issue. In previous order also the mouse was damaged and now in this order also the mouse is damaged.
5,By far very good if anyone wants a budgeted keyboard and a mouse go for it.Just an issue the light in keyboard if at night or dark room you use not so effective bus looks great will suggest to buy it.
5,Mouse battery consumption is too high
5,"very user friendly , light weight, responsive keysthanks"
5,As a gamer i always love to use a wireless keys and mouse but not all are worthy until.i find this awesome keyboard trust me one of the best in Market and makes a best in Amazon store. Now i can take my place in my room and connect wirelessly and play my game anytime anyplace best for our generation ppl
5,"Everything is fine, except the absence of light indicator for. Caplock key. Battery for Mouse drain fast."
4,"This wireless keyboard is very good as expected. But with regards to the mouse, the build quality and the look should have been better. And both keyboard and mouse works really good. Good part is that have got batteries(Normal one, not a rechargeable) along with the packing that I received so no need of buying it again."
5,Vert nice and sleek product
5,It's a good keyboard & mousebattery life is longworks perfectly finedesign is new & nice
5,Pretty good. Soomth for typing and comfortable to set. Easy installation. Auto sleep mode great feature in this. That feature seems great.
5,Keyboard and mouse are of very good quality. The range is also very good as i m using it for my cctv. Works fine. Looks good. Amazing quality.
5,Very good product at reasonable price. Handy to use
4,"For a office purpose it's great good product , if u are searching for a basic wireless keyboard and mouse u can go for it"
5,if you don't give the battery it i okayBut low quality battery are loss u r reputation
5,Good product 👍😹
5,"Just enjoying the feel it, looks good on my table clutter free, i have been using it for a couple of month not on a regular basis and the battery is still running for me.The only concern for me is the keys of my keyboard as it is an island type and some time it gets stuck on cloths and other stuffs my only fear is ""I might loose it some day""."
5,"Recently I have purchased this product. One of the awesome part of this product is a single adapter can be used for connecting both the keyboard and mouse. I have using the keyboard and mouse for both coding and gaming purpose, it works good for me. And best of all is that it's price of 750rupees."
5,Always zeb good brand. It proves with this.
1,"I have used this product for 3 months and now I am suggesting you people not to buy this keyboard and mouse. Battery life is very less and build quality is also low. Please dont go with its cheap price. My mouse is not working properly. Sometimes it work. Sometimes doesnt. The light in its mouse is not optical means not invisible. For wireless mouse optical invisible light is must for more battery life. My keyboard is completly filled of dust which I cant clean. Finally I need to tell, please dont buy this."
5,This product has nano technology which is good and both keyboard and mouse need only one sensor
5,I am using this product from last 5 month.It's working good.Battery life also ok for my light use.Little issue in Keywords key it's remove easily.
4,Not comfortable to use as key rows are arranged on same plane.
5,As of now its working good but battery included with this worst. My battery stopped working in mouse.
5,Supr quality
5,Battery draining very soon
5,"It is working very good, lightweight, everything is good about it."
5,Very good product
5,awesome product for the price. auto connect in windows 10. no drivers needed. very fast.
5,Value for money
5,keyboard keys are going to smoothly
5,Good product
5,Good product
5,It is very nice product light weight and good for gaming
5,The design of the keyboard is very stylish. It has soft keys for smooth and effortless typing. The small shortcut keys beside the keyboard makes it a complete keyboard in a budget range.
1,"this was my first and last amkette product.. very very poor quality. many keys stopped working after 10-15 days, now it is completely useless for me. and customer support is also very bad."
3,"Hardcore gamer here, the W key started fading after 2 months of use.2-3 big sized key(Num + and Tab) needs pressure for output.On the positive side, The design is good and stylish and weight properly distributed.Once it becomes adjusted you can type really fast if that's only your priority go for it."
5,"It is a very good keyboard in the ₹350-range. Keys are moderately soft, and is comfortable & quiet for normal typing. The multimedia keys are all working properly. Not much rugged design (but not that loose either) , but of course, in this price range, you can't expect much, but you are getting a decent one ! Also, packaging was decent. MUST BUY FOR NORMAL TO MODERATE USAGE. ALTHOUGH FOR HIGH INTENSIVE GAMING, THIS MAY NOT SUFFICE."
4,"It's been around 10 days now that I am using this keyboard. It's kinda okay for it's price, nothing great nor anything bad. Though it could have been better. The plastic that is used here feels kinda cheap and hard hitters can type twice the same letters that they are tryna type. Feels extremely light in weight so it doesn't give you a sense of great quality in this keyboard. Though design wise it looks good atleast from a distance. Keys are extra smooth so they don't feel forced on this keyboard which is a good thing but can be bad too if you are typing rapidly because you would end up typing the letter twice and then you would have to go back and delete it. Though it's a fair attempt to provide a fancy looking keyboard at this price, so it's alright not a bad keyboard. It serves the purpose and that's enough."
1,"The look attracted me ..So I took a chance and went a head to get this product.. but was disappointed with the build quality of the product, plastic is very delicate and can be easily broken... I'm not sure if it's leak proof as I take care of it very much also gaming i haven't tried ... So only build quality is the concerned point here.. Typing is really soft"
1,"I owned it for a while, never had much use till lockdown and wfh.. This is a very bad keyboard for working.. Has to edit each line to remove repeated letters after typing. There is a 10 percentage probably that one key press types it twice.. that means every line in an email will have 3 repeated letters.. So painful..  Also it's a flat keyboard. Nothing special in ergonomics regard."
4,"I ordered this keyboard as my long running logitech keyboard gave up. I have never been fan of Amkette products considering their cheap quality.However I was pleasantly surprised with this product. The keyboard has got separate multimedia buttons on the right side and quick access keys on the left. The WASD keys and arrow keys are marked in orange which gives it a gaming keyboard look. The keys are very soft to type and are precise to strokes.Overall a value for money product with good ergonomics, fast typing and casual gaming."
1,"I am not a gamer. I needed a Keyboard for software development, I bought this on 21st May 2020. Reviewig o : 07th July 2020.Pros:The keys are butter smooth. I liked it very much.Cons:10 days ago, the PageUp button stopped working.Now B and N keys are not working. Either I eed to press hard or it will get typed with multiple characters.So, If you wat a reliale keyboard. Thik wisely and get a etter oe.Puzzle: Add N or B in the unrecognizable words in this post. I typed this sentence from my laptop, hence it is readable. The rest are typed using the this Keyboard.While writig this review,  the Left Arrow key stopped fuctioig."
5,The keyboard is quiet sturdy at this low cost for just Rs279. Been using it for 6+ months and its still going great. Its keys are not hard nor too soft. No ghosting at all. Keyboard multi function button on both sides edge (orange) are working exactly shown.  its a full fledge keyboard in compact size.  Its just plug and play no cd or installation needed.Con I would say has a usb wire which is a bit short than normal keyboards if its for desktop.Honestly i was sceptical about this keyboard at that price but I went ahead and purchased it and now I am HAPPY that I made the right choice. You can go ahead too if you dont want to spend more for HP or dell keyboard which has less functions and those all the things which this keyboard does .
2,So I ordered this product under a lightning deal but due to my bad luck some keys were not working in the keyboardI asked amazon for a replacement and they replaced the keyboardAgain some weren’t workingI took refund of the keyboardStory endsNow from my experience you should definitely not invest in this cheap productYou can go for amazon choice keyboard or any other branded keyboard like HP or Dell
2,my experience was bad with this keyboard.Received the keyboard first time stopped working in few days.Then request for replacement second time got broken keyboard hence i returned the second time and finally got a refund.Mainly the keyboard size is short too.Go for Logitech or dell by paying extra 200 rs which actually worth
5,"Product is good, After recieving the product I felt it's little bit small.But the keys are smooth.Length is 18.5 inchBreadth is 6.5 inchUnwanted extension given below the space bar. Key texture and print are good.Cable quality is also above average.The media and special keys at the sides are super. At first they didn't work but after restart they are working fine for windows 10 OS. It has around 13 holes to remove dust dust and liquid spills from bottom. It has 17 screws to open the back cover.Completely plastic body"
1,Dont buy this keyboard ...its filmsy plastic ....keys are going to break in weeks ... my previous keyboard was iball ..it worked up to 6 years...  I have a amketee wirless keyboard which keys are fine ... ( security issue is there in wirless keyboards)  so i try to purchase this amkette keyboard ... I will buy iball keyboard from shop ...I lost my money anyway
5,"Writing this review almost after a months of use.I must say it is a good purchase for me. In this price range this is a very good product. Not very much sturdy, but enough rigid as per price. Does not have premium look. Typing is good. Not issues with typing. I also tried gaming with this keyboard. I played pubg with it. It does not have sticky key issue. More than 3 key roll over is possible. But it feels that the key are harder in terms of gaming. You should not expect it as a gaming keyboard cause it's at least 1/10th of price compared to proper gaming keyboard. So I'll rate it a five star considering it's price."
5,"The buttons are very smooth and soft to touch and the multimedia buttons eases up our work.Only drawback i saw till now is that maybe the buttons are not very mch durable for a long use i guess.It's been 4 months i'm using this and didn't noticed any problem bt the keys durability.Some mostly used common keys FOR e.g :- M key for opening MAPS in games gives little different feel when pressed.So, ive removed the button and adjusted the material inside button to the centre and placed the key back in hoping to regain that old smoothness and surprisingly it got smooth again.That's it ....other than this key thing, which is also not a big deal and on the basis of that you can't judge this keyboard.In this price Range this Keyboard works like a CHARM****"
